Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-8131.771	-8388.904	257.1339	0.175588	0.0672691	0.150688	0.0758604	0.00933689	0.0128412	0.0302672	0.024038	0.0150431	0.100359	0.0672499	0.0639768	0.0359431	0.0698317	0.0223705	0.0242544	0.0475555	0.00558545	0.101137	0.0454183	0.0246577	0.0161906	0.00571755	0.00627242	0.0680672	0.112266	0.0213995	0.039578	0.0153766	0.00368689	0.0266127	0.00999764	0.0167156	0.0299358	0.0422885	0.0476911	0.0286409	0.0325197	0.0152408	0.0483807	0.0321292	0.163281	0.0199712	0.0338429	0.00329433	0.0574292	0.100385	0.02502	0.0494563	0.0331035	0.137258	0.0273443	0.0260851	0.0233781	0.0417979	0.0454593	0.0588283	0.0241468	0.0457402	0.147356	0.117418	0.130085	0.124811	0.159084	0.0734063	0.170954	0.126329	0.244374	0.214708	0.160335	0.0345291	0.173881	0.0535346	0.0206423	0.0608014	0.0175654	0.0104351	0.0470813	0.0208457	0.0544472	0.161935	0.0608336	0.101613	0.0193194	0.0686671	0.0299608	0.0889362	0.0757909	0.0272546	0.0254075	0.046464	0.175429	0.0400439	0.0204031	0.14335	0.0873867	0.0131817	0.017854	0.00424802	0.0573535	0.082062	0.0276349	0.00640479	0.0377425	0.0453222	0.0253561	0.0221702	0.0733626	0.0517482	0.0189931	0.0379826	0.122288	0.0150281	0.0778755	0.128903	0.0897763	0.0462868	0.0351963	0.105174	0.078827	0.00734365	0.0311652	0.0439099	0.017473	0.0326508	0.167989	0.0439361	0.0611446	0.116031	0.0814061	0.0413056	0.0535216	0.0648285	0.0159972	0.0298015	0.0308046	0.0193376	0.0293327	0.0656734	0.853119	1.12852	0.828416	1.171584	0.352119	0.601062	0.853153	1.17212	1.66372	2.83995	0.7547285	1.414246	0.6614669	0.0213776	0.00818992	0.018346	0.0092359	0.00113675	0.0015634	0.00368499	0.00292659	0.00183148	0.0122186	0.00818759	0.00778909	0.00437602	0.00850192	0.00272358	0.00295294	0.00578983	0.000680021	0.0123133	0.00552962	0.00300205	0.00197119	0.000696105	0.000763659	0.00828709	0.0136683	0.00260537	0.00481856	0.00187208	0.000448874	0.00324006	0.0012172	0.0020351	0.00364465	0.00514857	0.00580633	0.00348699	0.00395923	0.00185555	0.00589028	0.00391168	0.0198792	0.00243146	0.00412033	0.00040108	0.00699193	0.0122217	0.00304615	0.00602124	0.00403031	0.016711	0.00332913	0.00317583	0.00284626	0.00508883	0.00553461	0.00716227	0.00293984	0.00556881	0.0179404	0.0142955	0.0158377	0.0151955	0.0193683	0.00893712	0.0208134	0.0153804	0.0297522	0.0261404	0.0195206	0.00420387	0.0211697	0.00651777	0.00251317	0.00740249	0.00213856	0.00127046	0.00573209	0.00253794	0.00662888	0.0197153	0.00740641	0.0123712	0.00235211	0.00836013	0.00364769	0.0108279	0.00922744	0.00331822	0.00309332	0.00565693	0.0213583	0.00487529	0.00248405	0.0174527	0.0106392	0.00160486	0.0021737	0.000517191	0.00698271	0.00999094	0.00336451	0.000779775	0.0045951	0.00551792	0.00308708	0.0026992	0.0089318	0.00630028	0.00231238	0.00462433	0.0148883	0.00182966	0.00948124	0.0156938	0.0109301	0.00563536	0.00428511	0.0128048	0.00959708	0.00089408	0.00379432	0.00534598	0.00212732	0.00397519	0.0204525	0.00534917	0.00744427	0.0141266	0.00991108	0.0050289	0.00651618	0.00789279	0.00194764	0.0036283	0.00375042	0.00235433	0.00357122	0.00799565	0.585792	0.414208	8.21364
36	-8133.799	-8392.521	258.7217	0.16019	0.0168658	0.177562	0.126411	0.0249997	0.0268043	0.0199309	0.0139167	0.0136581	0.0835807	0.139468	0.0802933	0.0210328	0.0338572	0.015732	0.0257473	0.0332271	0.0150462	0.0194398	0.00589328	0.0240297	0.0163114	0.0160064	0.00429902	0.0335792	0.0944221	0.0128416	0.0712402	0.0314223	0.00711647	0.0370567	0.0194957	0.00807469	0.0583296	0.0241961	0.0462676	0.0409647	0.0365072	0.0346117	0.0441381	0.0586615	0.081462	0.020872	0.00989317	0.00879097	0.0531867	0.0591123	0.0439751	0.0419093	0.0378644	0.0985803	0.038239	0.0166344	0.029527	0.0215621	0.0615172	0.0739338	0.020066	0.0460269	0.107666	0.144835	0.0716867	0.0906964	0.163897	0.0927186	0.152884	0.105164	0.221634	0.106416	0.0902891	0.0557033	0.162049	0.116209	0.0207704	0.0471585	0.0216817	0.0360203	0.0178424	0.025087	0.0559923	0.156495	0.0386775	0.0740147	0.0299643	0.0204181	0.000212307	0.0529244	0.119035	0.0283863	0.0744475	0.0426769	0.137651	0.0343393	0.0189234	0.12317	0.0582543	0.00840877	0.00828274	0.0216809	0.091144	0.132106	0.0183542	0.0138977	0.0394199	0.0314711	0.0300567	0.059793	0.0556957	0.0544335	0.0307392	0.00839324	0.111564	0.0237166	0.0908638	0.13578	0.102252	0.0334921	0.0353912	0.035381	0.0311532	0.00752695	0.00558755	0.0151715	0.00683106	0.0314908	0.115451	0.0174577	0.0189501	0.0681526	0.0688055	0.0120848	0.00889451	0.0524786	0.0215255	0.0480042	0.0781087	0.0312559	0.0328537	0.0295586	0.907674	1.08079	0.8373348	1.162665	0.35345	0.602169	0.853643	1.17145	1.66066	2.82925	0.7520007	1.388531	0.7348494	0.0218659	0.00230217	0.0242371	0.017255	0.00341245	0.00365878	0.00272056	0.00189962	0.00186433	0.0114087	0.0190373	0.01096	0.00287096	0.0046215	0.00214742	0.0035145	0.00453549	0.0020538	0.00265352	0.00080443	0.00328004	0.0022265	0.00218486	0.000586814	0.00458355	0.0128886	0.00175288	0.00972425	0.00428913	0.000971396	0.00505822	0.00266115	0.00110219	0.00796197	0.00330275	0.00631551	0.00559166	0.00498321	0.00472448	0.00602483	0.00800726	0.0111195	0.00284902	0.00135041	0.00119996	0.00725996	0.0080688	0.00600258	0.0057206	0.00516848	0.0134562	0.00521961	0.00227059	0.00403042	0.00294322	0.00839707	0.0100919	0.002739	0.00628265	0.0146964	0.0197699	0.0097852	0.01238	0.0223719	0.012656	0.0208686	0.0143549	0.0302529	0.0145258	0.0123244	0.00760348	0.0221197	0.0158625	0.00283515	0.00643712	0.00295954	0.00491675	0.00243548	0.00342436	0.00764293	0.0213615	0.00527946	0.010103	0.00409012	0.00278707	2.89799e-05	0.00722415	0.0162483	0.00387472	0.0101621	0.00582537	0.0187893	0.0046873	0.00258304	0.0168127	0.00795169	0.00114779	0.00113059	0.00295943	0.0124411	0.0180325	0.00250535	0.00189703	0.0053808	0.00429579	0.00410273	0.00816171	0.00760243	0.00743015	0.00419588	0.00114567	0.0152284	0.00323731	0.0124029	0.0185339	0.0139573	0.00457166	0.00483088	0.00482949	0.00425239	0.00102743	0.000762698	0.0020709	0.000932437	0.00429849	0.015759	0.00238297	0.00258669	0.0093028	0.00939192	0.00164958	0.0012141	0.00716331	0.00293822	0.00655255	0.0106618	0.00426641	0.00448452	0.00403473	0.581333	0.418667	7.326031
72	-8130.114	-8388.431	258.3177	0.131826	0.0286543	0.176246	0.0674506	0.0437678	0.0222419	0.0238761	0.0313538	0.0257701	0.0695431	0.0580449	0.0841774	0.0783887	0.0344899	0.0683467	0.0460212	0.070921	0.0113441	0.0163759	0.0372993	0.0520448	0.00488587	0.00228279	0.00578028	0.044224	0.0959502	0.0335178	0.0170872	0.0099201	0.0450698	0.0204807	0.0243806	0.0209163	0.0204325	0.0363729	0.0655295	0.034056	0.0128812	0.00182121	0.030021	0.0430428	0.0526338	0.0105535	0.0165643	0.000940042	0.0393985	0.0500093	0.037212	0.0440209	0.0302875	0.133777	0.0353286	0.0154734	0.0330385	0.013963	0.0528915	0.0712873	0.0343884	0.0366386	0.165326	0.08128	0.0943052	0.120403	0.164555	0.102703	0.215653	0.0563704	0.230057	0.0858917	0.109394	0.0263438	0.180673	0.113361	0.0423022	0.0262585	0.0368755	0.0438635	0.0337877	0.0346886	0.00438391	0.144105	0.0208543	0.0744165	0.0571727	0.0693785	0.035983	0.115143	0.0475005	0.0523847	0.0809187	0.020052	0.154335	0.0882748	0.0417492	0.0759628	0.0746305	0.00700205	0.04493	0.0554442	0.0818294	0.0613332	0.017305	0.0170378	0.026836	0.0133695	0.0293493	0.0501593	0.017964	0.00322317	0.0157141	0.0224657	0.0815573	0.031277	0.057615	0.168638	0.0985915	0.0423222	0.0346128	0.0575491	0.00805613	0.0223013	0.0383908	0.037414	0.000170354	0.0360013	0.107517	0.0598225	0.00787857	0.0369781	0.0900215	0.0333013	0.0802503	0.068611	0.00362434	0.0383148	0.0753127	0.0346031	0.0535523	0.0185831	0.910653	1.07818	0.7909322	1.209068	0.335661	0.587193	0.846962	1.18069	1.70302	2.9792	0.7893408	1.528662	0.7390442	0.017663	0.0038393	0.0236147	0.0090375	0.00586432	0.00298013	0.00319909	0.004201	0.00345285	0.00931787	0.00777726	0.0112787	0.0105031	0.0046212	0.00915757	0.00616624	0.00950249	0.00151996	0.00219416	0.00499762	0.00697333	0.000654643	0.000305864	0.000774483	0.00592544	0.0128561	0.00449095	0.00228946	0.00132916	0.00603876	0.00274415	0.00326668	0.00280251	0.00273769	0.00487349	0.0087801	0.00456306	0.00172591	0.000244018	0.00402242	0.00576717	0.00705224	0.00141403	0.0022194	0.000125953	0.00527889	0.0067006	0.00498593	0.00589823	0.00405813	0.0179244	0.00473357	0.00207323	0.00442673	0.00187086	0.00708677	0.00955157	0.0046076	0.00490909	0.0221515	0.0108905	0.0126357	0.0161324	0.0220482	0.0137609	0.0288947	0.0075529	0.0308247	0.0115084	0.0146574	0.00352972	0.0242079	0.0151889	0.00566794	0.0035183	0.00494084	0.00587714	0.00452711	0.00464782	0.000587387	0.0193082	0.0027942	0.00997085	0.0076604	0.00929581	0.00482125	0.0154277	0.00636445	0.00701887	0.010842	0.00268671	0.0206789	0.0118277	0.00559386	0.010178	0.00999951	0.000938183	0.00602004	0.0074288	0.0109641	0.00821785	0.00231864	0.00228284	0.00359567	0.00179134	0.00393243	0.00672069	0.00240695	0.000431863	0.00210549	0.00301011	0.0109276	0.00419071	0.00771966	0.0225953	0.01321	0.00567062	0.00463767	0.00771082	0.00107942	0.00298809	0.00514386	0.005013	2.28252e-05	0.0048237	0.0144058	0.00801543	0.00105563	0.00495459	0.0120617	0.00446194	0.0107525	0.00919298	0.000485614	0.00513368	0.0100909	0.00463636	0.00717531	0.0024899	0.604534	0.395466	7.463411
108	-8124.107	-8383.568	259.4619	0.0637822	0.0851718	0.11579	0.139619	0.049701	0.0389566	0.0283992	0.0248375	0.0101622	0.0392416	0.0753638	0.0142634	0.0944047	0.0996777	0.0267681	0.0422619	0.0471081	0.036086	0.0388229	0.0409419	0.0408065	0.00663137	0.0248361	0.00576272	0.0516889	0.0834822	0.0241137	0.0279103	0.00609749	0.00252022	0.0252935	0.00423789	0.0164837	0.00665621	0.0220137	0.0255596	0.0135522	0.00943061	0.00231758	0.0604407	0.0445635	0.0934912	0.0064698	0.0113283	0.00766055	0.0471756	0.0387556	0.0660194	0.0460957	0.0324082	0.124851	0.026814	0.00576573	0.0162073	0.0113119	0.0648793	0.0665308	0.0381468	0.0378939	0.1105	0.0758567	0.0637999	0.0998268	0.153575	0.0324003	0.113977	0.108884	0.313512	0.107943	0.100083	0.0351419	0.101948	0.0547753	0.034404	0.0361128	0.0536323	0.0154516	0.0389076	0.0258273	0.00247326	0.0853275	0.0248998	0.0792187	0.0660812	0.0641819	0.0162576	0.0475582	0.0317834	0.00733253	0.0305695	0.0299048	0.166884	0.0455518	0.0129346	0.0933858	0.0939983	0.0158178	0.0186176	0.00977815	0.0763694	0.0838485	0.0255597	0.0145647	0.0501536	0.00649527	0.0435369	0.014699	0.0191579	0.00587884	0.0383238	0.0275682	0.108468	0.0153967	0.0689339	0.113801	0.0659134	0.0141808	0.0175562	0.0273533	0.0133862	0.0532682	0.0383238	0.0506036	0.000127098	0.0120892	0.151767	0.0159654	0.000549777	0.086532	0.0513502	0.0258796	0.120479	0.0663607	0.018705	0.0285837	0.0702876	0.0474231	0.0405779	0.0494559	0.897398	1.08978	0.7816656	1.218334	0.264382	0.522662	0.816752	1.22436	1.91328	3.7824	0.9619419	1.558639	0.7205356	0.0094406	0.0126066	0.0171384	0.0206655	0.00735641	0.00576608	0.00420346	0.00367628	0.00150415	0.00580827	0.0111548	0.00211117	0.0139731	0.0147536	0.00396203	0.00625532	0.00697262	0.0053412	0.0057463	0.00605995	0.00603991	0.00098153	0.00367606	0.000852958	0.00765064	0.0123565	0.00356914	0.00413109	0.000902509	0.000373025	0.00374378	0.000627264	0.00243981	0.000985207	0.00325831	0.00378316	0.0020059	0.00139585	0.000343032	0.00894602	0.00659598	0.0138379	0.000957615	0.00167674	0.00113386	0.00698261	0.00573635	0.00977174	0.00682277	0.00479685	0.0184796	0.00396883	0.000853404	0.0023989	0.0016743	0.00960299	0.00984743	0.00564624	0.00560879	0.0163555	0.0112278	0.00944323	0.0147757	0.0227311	0.00479568	0.0168702	0.0161162	0.0464038	0.015977	0.0148137	0.00520147	0.0150897	0.00810747	0.00509225	0.00534517	0.00793829	0.00228704	0.00575884	0.00382279	0.000366076	0.0126296	0.0036855	0.0117254	0.00978088	0.00949977	0.00240634	0.00703923	0.00470437	0.00108531	0.00452468	0.0044263	0.024701	0.00674226	0.0019145	0.0138223	0.013913	0.00234124	0.00275565	0.00144729	0.0113037	0.0124107	0.00378317	0.00215577	0.00742339	0.000961386	0.00644404	0.00217564	0.00283562	0.000870145	0.00567242	0.00408046	0.0160547	0.00227892	0.0102031	0.0168441	0.00975606	0.00209895	0.00259854	0.00404865	0.00198134	0.0078844	0.00567243	0.00749	1.88122e-05	0.00178936	0.0224635	0.00236308	8.13742e-05	0.0128079	0.00760051	0.00383052	0.0178326	0.00982226	0.00276859	0.00423076	0.0104035	0.00701924	0.00600606	0.00732012	0.609167	0.390833	6.756156
144	-8135.439	-8394.793	259.3545	0.103168	0.0384656	0.148743	0.0788227	0.0816697	0.0443259	0.0151065	0.0412568	0.0432285	0.0806324	0.0705779	0.0333043	0.0328203	0.115145	0.0137765	0.0440043	0.0289015	0.00229056	0.0355756	0.0276571	0.0387992	0.0190211	0.0199511	0.00625191	0.0608944	0.0961399	0.0432361	0.00674533	0.0114451	0.0172946	0.0270818	0.0116401	0.0195795	0.0556405	0.0686458	0.0121252	0.0536049	0.0145635	0.0101311	0.0448253	0.0375645	0.0949823	0.00748044	0.00306249	0.0177972	0.0301762	0.0614276	0.0444603	0.0432064	0.0512154	0.14342	0.0636131	0.00612803	0.015853	0.0224976	0.0311495	0.0806382	0.0340135	0.0502297	0.161003	0.0782129	0.067876	0.13192	0.13241	0.0652286	0.201348	0.0570506	0.300069	0.102928	0.098592	0.0191612	0.201001	0.0934004	0.0417113	0.0678641	0.0227095	0.0405567	0.0293675	0.0181448	0.0175774	0.138946	0.0611275	0.0878825	0.0743689	0.0786559	0.0140766	0.0729331	0.0363707	0.0286096	0.0163836	0.0230453	0.134	0.00417654	0.000221638	0.0535288	0.0546581	0.0225627	0.0146031	0.00231311	0.0781039	0.0639728	0.00497255	0.000736136	0.030316	0.0366623	0.0255684	0.0395524	0.0509825	0.00168853	0.0484515	0.0241069	0.0829588	0.00930323	0.0370472	0.110022	0.0598259	0.0342763	0.0126284	0.0452869	0.0152563	0.0235652	0.0528324	0.0852644	0.00384999	0.0333965	0.130006	0.0068151	0.00161088	0.0980966	0.0605409	0.0187057	0.0920075	0.0560538	0.00835872	0.00825311	0.0566438	0.0286924	0.0135766	0.0221226	0.801115	1.17402	0.8336626	1.166337	0.313225	0.567711	0.838093	1.19318	1.76146	3.1926	0.8393633	1.399052	0.5970703	0.0146656	0.00546797	0.0211441	0.0112048	0.0116095	0.00630103	0.00214743	0.00586475	0.00614503	0.0114621	0.0100328	0.00473427	0.00466549	0.0163681	0.00195836	0.0062553	0.00410842	0.000325609	0.00505715	0.00393152	0.0055154	0.0027039	0.0028361	0.000888723	0.00865627	0.0136665	0.00614611	0.000958864	0.00162695	0.00245847	0.00384974	0.00165467	0.00278326	0.00790942	0.00975815	0.00172363	0.00762006	0.00207023	0.00144016	0.00637202	0.00533988	0.013502	0.00106336	0.00043534	0.00252991	0.00428961	0.00873207	0.00632013	0.00614188	0.00728038	0.0203875	0.00904274	0.000871113	0.00225355	0.00319808	0.00442797	0.0114629	0.0048351	0.00714026	0.022887	0.0111181	0.00964873	0.0187527	0.0188224	0.00927239	0.0286221	0.00810987	0.0426555	0.0146314	0.0140151	0.00272381	0.0285728	0.0132771	0.00592935	0.00964703	0.00322821	0.00576523	0.00417466	0.00257932	0.00249867	0.0197515	0.00868942	0.0124927	0.0105717	0.0111811	0.00200101	0.0103676	0.00517017	0.00406693	0.00232897	0.00327594	0.0190484	0.000593704	3.15064e-05	0.00760924	0.00776977	0.00320734	0.00207587	0.000328814	0.0111027	0.00909388	0.00070686	0.000104643	0.00430948	0.00521163	0.00363461	0.00562247	0.00724727	0.000240028	0.00688749	0.00342685	0.0117928	0.00132248	0.00526635	0.0156398	0.00850438	0.00487245	0.00179515	0.00643763	0.00216872	0.00334985	0.00751024	0.0121205	0.000547284	0.00474739	0.0184807	0.000968782	0.00022899	0.0139447	0.00860603	0.00265906	0.0130791	0.00796818	0.00118821	0.0011732	0.00805205	0.00407869	0.00192994	0.00314477	0.583169	0.416831	7.034711
180	-8123.17	-8381.318	258.148	0.112519	0.0510894	0.192254	0.0542852	0.0501905	0.0165705	0.0325539	0.030235	0.0347434	0.0749294	0.0673272	0.0844775	0.0610549	0.0768527	0.0142225	0.0478296	0.00839745	0.00197842	0.101233	0.0126388	0.00837433	0.0243063	0.0119223	0.00458999	0.0621532	0.0955	0.0222826	0.0168041	0.00911791	0.016853	0.0276411	0.011736	0.0139178	0.0444115	0.0658168	0.0165048	0.0760403	0.0300018	0.0110566	0.0277446	0.0534549	0.0710893	0.00293024	0.0179213	0.0070595	0.0442496	0.0711127	0.0357299	0.0438557	0.0361427	0.147866	0.0497967	0.0121689	0.0398618	0.0194444	0.0677683	0.0580137	0.049452	0.0292596	0.117907	0.0903216	0.133625	0.0803426	0.164995	0.12808	0.193741	0.155836	0.27993	0.123492	0.100713	0.0391992	0.0459374	0.0261547	0.0593344	0.0190076	0.114043	0.0111018	0.0360056	0.0123616	0.00515231	0.0277524	0.0389496	0.0195429	0.0616852	0.126224	0.147912	0.0347909	0.0306189	0.0465698	0.02588	0.0611784	0.0473012	0.0570123	0.0474875	0.0526915	0.012791	0.0151663	0.063873	0.0521523	0.00691603	0.132351	0.00469948	0.0688606	0.021792	0.00135515	0.0483025	0.0489101	0.0984563	0.0765385	0.0226999	0.0809501	0.0646144	0.00781621	0.0114727	0.141505	0.0826351	0.0647271	0.0583891	0.00189633	0.0187853	0.0619236	0.0088126	0.0167123	0.0783658	0.0536472	0.104979	0.054892	0.0748696	0.0376465	0.0818621	0.00915402	0.144193	0.0635132	0.0690501	0.0223669	0.0337671	0.0182778	0.185626	0.0112114	0.81947	1.15796	0.828769	1.171231	0.331286	0.583448	0.845273	1.18305	1.71395	3.01854	0.7988268	1.413218	0.6192217	0.0146495	0.00665162	0.0250307	0.00706771	0.00653459	0.00215741	0.00423838	0.00393647	0.00452345	0.00975549	0.00876571	0.0109986	0.00794909	0.0100059	0.00185172	0.00622722	0.00109331	0.000257582	0.0131802	0.00164552	0.0010903	0.00316458	0.00155224	0.000597597	0.00809208	0.0124337	0.00290111	0.00218782	0.00118711	0.00219419	0.00359875	0.00152798	0.00181204	0.00578219	0.00856907	0.00214885	0.00990012	0.00390611	0.00143952	0.00361223	0.0069596	0.00925553	0.000381505	0.00233327	0.000919117	0.00576111	0.00925857	0.00465189	0.00570982	0.00470563	0.0192515	0.00648332	0.00158434	0.00518983	0.00253158	0.00882315	0.00755314	0.00643844	0.00380948	0.015351	0.0117595	0.0173975	0.0104603	0.0214817	0.0166755	0.0252242	0.0202892	0.0364457	0.0160781	0.0131125	0.00510356	0.00598085	0.00340523	0.00772509	0.00247471	0.0148479	0.00144541	0.00468778	0.00160943	0.00067081	0.00361325	0.00507108	0.0025444	0.00803115	0.0164338	0.0192575	0.00452963	0.00398645	0.0060632	0.00336947	0.00796517	0.00615842	0.00742276	0.00618267	0.00686021	0.00166534	0.00197458	0.008316	0.00679001	0.000900438	0.0172315	0.000611852	0.00896536	0.00283723	0.000176434	0.00628878	0.00636789	0.0128186	0.00996499	0.00295543	0.0105394	0.00841253	0.00101764	0.00149369	0.0184234	0.0107587	0.0084272	0.00760202	0.000246894	0.00244576	0.00806219	0.00114736	0.00217587	0.0102029	0.00698464	0.0136679	0.0071467	0.00974771	0.00490141	0.0106581	0.00119182	0.0187734	0.00826916	0.00899003	0.00291207	0.00439633	0.00237969	0.0241678	0.00145968	0.585616	0.414384	7.680741
